Search_Genus,Search_Species_Epithet,Search_Name,Accepted_Name,Systematic_Order,Family,Subfamily,Genus,Name,Species_Epithet,Author_Year,Author,Year,Full_Name,Aggregate,Synonym_Search_Name,Synonym_Source,Species_Search_Name,usageKey,scientificName,rank,order,matchType,phylum,kingdom,genus,class,confidence,synonym,status,family
Iphiclides,podalirius,Iphiclides podalirius,Iphiclides podalirius,1,Papilionidae,Papilioninae,Iphiclides,Iphiclides podalirius,podalirius,"(Linnaeus, 1758)",Linnaeus,1758,"Iphiclides podalirius (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,1938214,"Iphiclides podalirius (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Iphiclides,Insecta,97,FALSE,ACCEPTED,Papilionidae
Papilio,podalirius,Papilio podalirius,Iphiclides podalirius,1,Papilionidae,Papilioninae,Iphiclides,Iphiclides podalirius,podalirius,"(Linnaeus, 1758)",Linnaeus,1758,"Iphiclides podalirius (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,6547909,"Papilio podalirius Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Iphiclides,Insecta,97,TRUE,SYNONYM,Papilionidae
Iphiclides,feisthamelii,Iphiclides feisthamelii,Iphiclides feisthamelii,2,Papilionidae,Papilioninae,Iphiclides,Iphiclides feisthamelii,feisthamelii,"(Duponchel, 1832)",Duponchel,1832,"Iphiclides feisthamelii (Duponchel, 1832)",FALSE,FALSE,"",TRUE,4690079,"Iphiclides feisthamelii (Duponchel, 1832)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Iphiclides,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,feisthamelii,Papilio feisthamelii,Iphiclides feisthamelii,2,Papilionidae,Papilioninae,Iphiclides,Iphiclides feisthamelii,feisthamelii,"(Duponchel, 1832)",Duponchel,1832,"Iphiclides feisthamelii (Duponchel, 1832)",FALSE,TRUE,"",TRUE,8292203,"Papilio feisthamelii Duponchel, 1832",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Papilio,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,alexanor,Papilio alexanor,Papilio alexanor,3,Papilionidae,Papilioninae,Papilio,Papilio alexanor,alexanor,"Esper, 1800",Esper,1800,"Papilio alexanor Esper, 1800",FALSE,FALSE,"",TRUE,1938131,"Papilio alexanor Esper, 1800",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Papilio,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,machaon,Papilio machaon,Papilio machaon,4,Papilionidae,Papilioninae,Papilio,Papilio machaon,machaon,"Linnaeus, 1758",Linnaeus,1758,"Papilio machaon Linnaeus, 1758",FALSE,FALSE,"",TRUE,8225376,"Papilio machaon Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Papilio,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,hospiton,Papilio hospiton,Papilio hospiton,5,Papilionidae,Papilioninae,Papilio,Papilio hospiton,hospiton,"Gené, 1839",Gené,1839,"Papilio hospiton Gené, 1839",FALSE,FALSE,"",TRUE,1938050,"Papilio hospiton Guenee, 1839",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Papilio,Insecta,98,FALSE,ACCEPTED,Papilionidae
Parnassius,mnemosyne,Parnassius mnemosyne,Parnassius mnemosyne,6,Papilionidae,Parnassiinae,Parnassius,Parnassius mnemosyne,mnemosyne,"(Linnaeus, 1758)",Linnaeus,1758,"Parnassius mnemosyne (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,1938520,"Parnassius mnemosyne (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Parnassius,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,mnemosyne,Papilio mnemosyne,Parnassius mnemosyne,6,Papilionidae,Parnassiinae,Parnassius,Parnassius mnemosyne,mnemosyne,"(Linnaeus, 1758)",Linnaeus,1758,"Parnassius mnemosyne (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,4535874,"Papilio mnemosyne Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Parnassius,Insecta,98,TRUE,SYNONYM,Papilionidae
Parnassius,phoebus,Parnassius phoebus,Parnassius phoebus,7,Papilionidae,Parnassiinae,Parnassius,Parnassius phoebus,phoebus,"(Fabricius, 1793)",Fabricius,1793,"Parnassius phoebus (Fabricius, 1793)",FALSE,FALSE,"",TRUE,1938955,"Parnassius phoebus (Fabricius, 1793)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Parnassius,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,phoebus,Papilio phoebus,Parnassius phoebus,7,Papilionidae,Parnassiinae,Parnassius,Parnassius phoebus,phoebus,"(Fabricius, 1793)",Fabricius,1793,"Parnassius phoebus (Fabricius, 1793)",FALSE,TRUE,"",TRUE,4535869,"Papilio phoebus Fabricius, 1793",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Parnassius,Insecta,98,TRUE,SYNONYM,Papilionidae
Parnassius,corybas,Parnassius corybas,Parnassius phoebus,7,Papilionidae,Parnassiinae,Parnassius,Parnassius phoebus,phoebus,"(Fabricius, 1793)",Fabricius,1793,"Parnassius phoebus (Fabricius, 1793)",FALSE,TRUE,FRBMS,TRUE,4690713,"Parnassius corybas Fischer de Waldheim, 1823",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Parnassius,Insecta,98,FALSE,ACCEPTED,Papilionidae
Parnassius,apollo,Parnassius apollo,Parnassius apollo,8,Papilionidae,Parnassiinae,Parnassius,Parnassius apollo,apollo,"(Linnaeus, 1758)",Linnaeus,1758,"Parnassius apollo (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,1938810,"Parnassius apollo (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Parnassius,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,apollo,Papilio apollo,Parnassius apollo,8,Papilionidae,Parnassiinae,Parnassius,Parnassius apollo,apollo,"(Linnaeus, 1758)",Linnaeus,1758,"Parnassius apollo (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,4535876,"Papilio apollo Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Parnassius,Insecta,98,TRUE,SYNONYM,Papilionidae
Archon,apollinus,Archon apollinus,Archon apollinus,9,Papilionidae,Parnassiinae,Archon,Archon apollinus,apollinus,"(Herbst, 1798)",Herbst,1798,"Archon apollinus (Herbst, 1798)",FALSE,FALSE,"",TRUE,1936969,"Archon apollinus (Herbst, 1798)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Archon,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,apollinus,Papilio apollinus,Archon apollinus,9,Papilionidae,Parnassiinae,Archon,Archon apollinus,apollinus,"(Herbst, 1798)",Herbst,1798,"Archon apollinus (Herbst, 1798)",FALSE,TRUE,"",TRUE,9205619,"Papilio apollinus Herbst, 1798",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Archon,Insecta,98,TRUE,SYNONYM,Papilionidae
Zerynthia,cerisy,Zerynthia cerisy,Zerynthia cerisy,10,Papilionidae,Parnassiinae,Zerynthia,Zerynthia cerisy,cerisy,"(Godart, 1824)",Godart,1824,"Zerynthia cerisy (Godart, 1824)",FALSE,FALSE,"",TRUE,5141291,"Zerynthia cerisy (Godart, 1824)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,FALSE,ACCEPTED,Papilionidae
Thais,cerisy,Thais cerisy,Zerynthia cerisy,10,Papilionidae,Parnassiinae,Zerynthia,Zerynthia cerisy,cerisy,"(Godart, 1824)",Godart,1824,"Zerynthia cerisy (Godart, 1824)",FALSE,TRUE,"",TRUE,8906278,"Thais cerisy Godart, 1824",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,TRUE,SYNONYM,Papilionidae
Zerynthia,cerisyi,Zerynthia cerisyi,Zerynthia cerisy,10,Papilionidae,Parnassiinae,Zerynthia,Zerynthia cerisy,cerisy,"(Godart, 1824)",Godart,1824,"Zerynthia cerisy (Godart, 1824)",FALSE,TRUE,kudrna,TRUE,5141291,"Zerynthia cerisy (Godart, 1824)",SPECIES,Lepidoptera,FUZZY,Arthropoda,Animalia,Zerynthia,Insecta,96,FALSE,ACCEPTED,Papilionidae
Zerynthia,cretica,Zerynthia cretica,Zerynthia cretica,11,Papilionidae,Parnassiinae,Zerynthia,Zerynthia cretica,cretica,"(Rebel, 1904)",Rebel,1904,"Zerynthia cretica (Rebel, 1904)",FALSE,FALSE,"",TRUE,5141288,"Zerynthia cretica (Rebel, 1904)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,FALSE,ACCEPTED,Papilionidae
Thais,cretica,Thais cretica,Zerynthia cretica,11,Papilionidae,Parnassiinae,Zerynthia,Zerynthia cretica,cretica,"(Rebel, 1904)",Rebel,1904,"Zerynthia cretica (Rebel, 1904)",FALSE,TRUE,"",TRUE,9144995,"Thais cretica Rebel, 1904",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,TRUE,SYNONYM,Papilionidae
Thais,cretica,Thais cerisyi cretica,Zerynthia cretica,11,Papilionidae,Parnassiinae,Zerynthia,Zerynthia cretica,cretica,"(Rebel, 1904)",Rebel,1904,"Zerynthia cretica (Rebel, 1904)",FALSE,TRUE,"",FALSE,,,,,,,,,,,,,
Zerynthia,caucasica,Zerynthia caucasica,Zerynthia caucasica,12,Papilionidae,Parnassiinae,Zerynthia,Zerynthia caucasica,caucasica,"(Lederer, 1864)",Lederer,1864,"Zerynthia caucasica (Lederer, 1864)",FALSE,FALSE,"",TRUE,5141309,"Zerynthia caucasica (Lederer, 1864)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,FALSE,ACCEPTED,Papilionidae
Thais,caucasica,Thais caucasica,Zerynthia caucasica,12,Papilionidae,Parnassiinae,Zerynthia,Zerynthia caucasica,caucasica,"(Lederer, 1864)",Lederer,1864,"Zerynthia caucasica (Lederer, 1864)",FALSE,TRUE,"",TRUE,8756447,"Thais caucasica Lederer, 1864",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,TRUE,SYNONYM,Papilionidae
Thais,caucasica,Thais cerisyi caucasica,Zerynthia caucasica,12,Papilionidae,Parnassiinae,Zerynthia,Zerynthia caucasica,caucasica,"(Lederer, 1864)",Lederer,1864,"Zerynthia caucasica (Lederer, 1864)",FALSE,TRUE,"",FALSE,,,,,,,,,,,,,
Zerynthia,rumina,Zerynthia rumina,Zerynthia rumina,13,Papilionidae,Parnassiinae,Zerynthia,Zerynthia rumina,rumina,"(Linnaeus, 1758)",Linnaeus,1758,"Zerynthia rumina (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,5141297,"Zerynthia rumina (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,rumina,Papilio rumina,Zerynthia rumina,13,Papilionidae,Parnassiinae,Zerynthia,Zerynthia rumina,rumina,"(Linnaeus, 1758)",Linnaeus,1758,"Zerynthia rumina (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,7589600,"Papilio rumina Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,TRUE,SYNONYM,Papilionidae
Zerynthia,polyxena,Zerynthia polyxena,Zerynthia polyxena,14,Papilionidae,Parnassiinae,Zerynthia,Zerynthia polyxena,polyxena,"([Denis & Schiffermüller], 1775)",[Denis & Schiffermüller],1775,"Zerynthia polyxena ([Denis & Schiffermüller], 1775)",FALSE,FALSE,"",TRUE,5141262,"Zerynthia polyxena (Denis & Schiffermuller, 1775)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,polyxena,Papilio polyxena,Zerynthia polyxena,14,Papilionidae,Parnassiinae,Zerynthia,Zerynthia polyxena,polyxena,"([Denis & Schiffermüller], 1775)",[Denis & Schiffermüller],1775,"Zerynthia polyxena ([Denis & Schiffermüller], 1775)",FALSE,TRUE,"",TRUE,10175914,"Papilio Linnaeus, 1758",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Papilio,Insecta,94,FALSE,ACCEPTED,Papilionidae
Zerynthia,cassandra,Zerynthia cassandra,Zerynthia cassandra,15,Papilionidae,Parnassiinae,Zerynthia,Zerynthia cassandra,cassandra,"(Geyer, [1828])",Geyer,1828,"Zerynthia cassandra (Geyer, [1828])",FALSE,FALSE,"",TRUE,5802625,Zerynthia cassandra,SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,FALSE,ACCEPTED,Papilionidae
Papilio,cassandra,Papilio cassandra,Zerynthia cassandra,15,Papilionidae,Parnassiinae,Zerynthia,Zerynthia cassandra,cassandra,"(Geyer, [1828])",Geyer,1828,"Zerynthia cassandra (Geyer, [1828])",FALSE,TRUE,"",TRUE,9056562,"Papilio cassandra Geyer, 1828",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Zerynthia,Insecta,98,TRUE,SYNONYM,Papilionidae
Heteropterus,morpheus,Heteropterus morpheus,Heteropterus morpheus,16,Hesperiidae,Heteropterinae,Heteropterus,Heteropterus morpheus,morpheus,"(Pallas, 1771)",Pallas,1771,"Heteropterus morpheus (Pallas, 1771)",FALSE,FALSE,"",TRUE,5141677,"Heteropterus morpheus (Pallas, 1771)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Heteropterus,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Papilio,morpheus,Papilio morpheus,Heteropterus morpheus,16,Hesperiidae,Heteropterinae,Heteropterus,Heteropterus morpheus,morpheus,"(Pallas, 1771)",Pallas,1771,"Heteropterus morpheus (Pallas, 1771)",FALSE,TRUE,"",TRUE,10175914,"Papilio Linnaeus, 1758",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Papilio,Insecta,94,FALSE,ACCEPTED,Papilionidae
Carterocephalus,silvicola,Carterocephalus silvicola,Carterocephalus silvicola,17,Hesperiidae,Heteropterinae,Carterocephalus,Carterocephalus silvicola,silvicola,"(Meigen, 1829)",Meigen,1829,"Carterocephalus silvicola (Meigen, 1829)",FALSE,FALSE,"",TRUE,1947306,"Carterocephalus silvicola (Meigen, 1829)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Carterocephalus,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Carterocephalus,silvicolus,Carterocephalus silvicolus,Carterocephalus silvicola,17,Hesperiidae,Heteropterinae,Carterocephalus,Carterocephalus silvicola,silvicola,"(Meigen, 1829)",Meigen,1829,"Carterocephalus silvicola (Meigen, 1829)",FALSE,TRUE,kudrna,TRUE,1947306,"Carterocephalus silvicola (Meigen, 1829)",SPECIES,Lepidoptera,FUZZY,Arthropoda,Animalia,Carterocephalus,Insecta,96,FALSE,ACCEPTED,Hesperiidae
Hesperia,silvicola,Hesperia silvicola,Carterocephalus silvicola,17,Hesperiidae,Heteropterinae,Carterocephalus,Carterocephalus silvicola,silvicola,"(Meigen, 1829)",Meigen,1829,"Carterocephalus silvicola (Meigen, 1829)",FALSE,TRUE,"",TRUE,8798715,"Hesperia silvicola Meigen, 1829",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Carterocephalus,Insecta,98,TRUE,SYNONYM,Hesperiidae
Carterocephalus,palaemon,Carterocephalus palaemon,Carterocephalus palaemon,18,Hesperiidae,Heteropterinae,Carterocephalus,Carterocephalus palaemon,palaemon,"(Pallas, 1771)",Pallas,1771,"Carterocephalus palaemon (Pallas, 1771)",FALSE,FALSE,"",TRUE,1947335,"Carterocephalus palaemon (Pallas, 1771)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Carterocephalus,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Papilio,palaemon,Papilio palaemon,Carterocephalus palaemon,18,Hesperiidae,Heteropterinae,Carterocephalus,Carterocephalus palaemon,palaemon,"(Pallas, 1771)",Pallas,1771,"Carterocephalus palaemon (Pallas, 1771)",FALSE,TRUE,"",TRUE,4535407,"Papilio palaemon Pallas, 1771",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Carterocephalus,Insecta,98,TRUE,SYNONYM,Hesperiidae
Pelopidas,thrax,Pelopidas thrax,Pelopidas thrax,19,Hesperiidae,Hesperiinae,Pelopidas,Pelopidas thrax,thrax,"(Hübner, 1821)",Hübner,1821,"Pelopidas thrax (Hübner, 1821)",FALSE,FALSE,"",TRUE,1945877,"Pelopidas thrax (Hubner, 1821)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pelopidas,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Gegenes,thrax,Gegenes thrax,Pelopidas thrax,19,Hesperiidae,Hesperiinae,Pelopidas,Pelopidas thrax,thrax,"(Hübner, 1821)",Hübner,1821,"Pelopidas thrax (Hübner, 1821)",FALSE,TRUE,"",TRUE,9046277,"Gegenes thrax Hubner, 1821",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Pelopidas,Insecta,98,TRUE,SYNONYM,Hesperiidae
Borbo,borbonica,Borbo borbonica,Borbo borbonica,20,Hesperiidae,Hesperiinae,Borbo,Borbo borbonica,borbonica,"(Boisduval, 1833)",Boisduval,1833,"Borbo borbonica (Boisduval, 1833)",FALSE,FALSE,"",TRUE,1946661,"Borbo borbonica (Boisduval, 1833)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Borbo,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Hesperia,borbonica,Hesperia borbonica,Borbo borbonica,20,Hesperiidae,Hesperiinae,Borbo,Borbo borbonica,borbonica,"(Boisduval, 1833)",Boisduval,1833,"Borbo borbonica (Boisduval, 1833)",FALSE,TRUE,"",TRUE,9095917,"Hesperia borbonica Boisduval, 1833",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Borbo,Insecta,98,TRUE,SYNONYM,Hesperiidae
Gegenes,pumilio,Gegenes pumilio,Gegenes pumilio,21,Hesperiidae,Hesperiinae,Gegenes,Gegenes pumilio,pumilio,"(Hoffmansegg, 1804)",Hoffmansegg,1804,"Gegenes pumilio (Hoffmansegg, 1804)",FALSE,FALSE,"",TRUE,5142352,"Gegenes pumilio (Hoffmannsegg, 1804)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Gegenes,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Papilio,pumilio,Papilio pumilio,Gegenes pumilio,21,Hesperiidae,Hesperiinae,Gegenes,Gegenes pumilio,pumilio,"(Hoffmansegg, 1804)",Hoffmansegg,1804,"Gegenes pumilio (Hoffmansegg, 1804)",FALSE,TRUE,"",TRUE,8251954,"Papilio pumilio Hoffmannsegg, 1804",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Gegenes,Insecta,98,TRUE,SYNONYM,Hesperiidae
Gegenes,nostrodamus,Gegenes nostrodamus,Gegenes nostrodamus,22,Hesperiidae,Hesperiinae,Gegenes,Gegenes nostrodamus,nostrodamus,"(Fabricius, 1793)",Fabricius,1793,"Gegenes nostrodamus (Fabricius, 1793)",FALSE,FALSE,"",TRUE,5142338,"Gegenes nostrodamus (Fabricius, 1793)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Gegenes,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Hesperia,nostrodamus,Hesperia nostrodamus,Gegenes nostrodamus,22,Hesperiidae,Hesperiinae,Gegenes,Gegenes nostrodamus,nostrodamus,"(Fabricius, 1793)",Fabricius,1793,"Gegenes nostrodamus (Fabricius, 1793)",FALSE,TRUE,"",TRUE,8853124,"Hesperia nostrodamus Fabricius, 1793",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Gegenes,Insecta,98,TRUE,SYNONYM,Hesperiidae
Ochlodes,sylvanus,Ochlodes sylvanus,Ochlodes sylvanus,23,Hesperiidae,Hesperiinae,Ochlodes,Ochlodes sylvanus,sylvanus,"(Esper, 1777)",Esper,1777,"Ochlodes sylvanus (Esper, 1777)",FALSE,FALSE,"",TRUE,1946844,"Ochlodes sylvanus (Esper, 1777)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Ochlodes,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Ochlodes,faunus,Ochlodes faunus,Ochlodes sylvanus,23,Hesperiidae,Hesperiinae,Ochlodes,Ochlodes sylvanus,sylvanus,"(Esper, 1777)",Esper,1777,"Ochlodes sylvanus (Esper, 1777)",FALSE,TRUE,NLBMS,TRUE,1946821,"Ochlodes faunus (Bremer & Grey, 1853)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Ochlodes,Insecta,97,TRUE,SYNONYM,Hesperiidae
Ochlodes,(=venata),Ochlodes sylvanus (=venata),Ochlodes sylvanus,23,Hesperiidae,Hesperiinae,Ochlodes,Ochlodes sylvanus,sylvanus,"(Esper, 1777)",Esper,1777,"Ochlodes sylvanus (Esper, 1777)",FALSE,TRUE,kudrna,TRUE,1946844,"Ochlodes sylvanus (Esper, 1777)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Ochlodes,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Ochlodes,venata,Ochlodes venata,Ochlodes sylvanus,23,Hesperiidae,Hesperiinae,Ochlodes,Ochlodes sylvanus,sylvanus,"(Esper, 1777)",Esper,1777,"Ochlodes sylvanus (Esper, 1777)",FALSE,TRUE,LTBMS,TRUE,1946874,"Ochlodes venata Bremer & Grey, 1853",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Ochlodes,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Ochlodes,venatu,Ochlodes venatu,Ochlodes sylvanus,23,Hesperiidae,Hesperiinae,Ochlodes,Ochlodes sylvanus,sylvanus,"(Esper, 1777)",Esper,1777,"Ochlodes sylvanus (Esper, 1777)",FALSE,TRUE,ROBMS,TRUE,1946874,"Ochlodes venata Bremer & Grey, 1853",SPECIES,Lepidoptera,FUZZY,Arthropoda,Animalia,Ochlodes,Insecta,94,FALSE,ACCEPTED,Hesperiidae
Ochlodes,venatus,Ochlodes venatus,Ochlodes sylvanus,23,Hesperiidae,Hesperiinae,Ochlodes,Ochlodes sylvanus,sylvanus,"(Esper, 1777)",Esper,1777,"Ochlodes sylvanus (Esper, 1777)",FALSE,TRUE,EEBMS,TRUE,1946874,"Ochlodes venata Bremer & Grey, 1853",SPECIES,Lepidoptera,FUZZY,Arthropoda,Animalia,Ochlodes,Insecta,96,FALSE,ACCEPTED,Hesperiidae
Papilio,sylvanus,Papilio sylvanus,Ochlodes sylvanus,23,Hesperiidae,Hesperiinae,Ochlodes,Ochlodes sylvanus,sylvanus,"(Esper, 1777)",Esper,1777,"Ochlodes sylvanus (Esper, 1777)",FALSE,TRUE,"",TRUE,7648171,"Papilio sylvanus Drury, 1773",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Papilio,Insecta,97,FALSE,ACCEPTED,Papilionidae
Hesperia,comma,Hesperia comma,Hesperia comma,24,Hesperiidae,Hesperiinae,Hesperia,Hesperia comma,comma,"(Linnaeus, 1758)",Linnaeus,1758,"Hesperia comma (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,5142282,"Hesperia comma (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Hesperia,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Papilio,comma,Papilio comma,Hesperia comma,24,Hesperiidae,Hesperiinae,Hesperia,Hesperia comma,comma,"(Linnaeus, 1758)",Linnaeus,1758,"Hesperia comma (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,7905767,"Papilio comma Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Hesperia,Insecta,98,TRUE,SYNONYM,Hesperiidae
Thymelicus,christi,Thymelicus christi,Thymelicus christi,25,Hesperiidae,Hesperiinae,Thymelicus,Thymelicus christi,christi,"Rebel, 1894",Rebel,1894,"Thymelicus christi Rebel, 1894",FALSE,FALSE,"",TRUE,1944071,"Thymelicus christi Rebel, 1894",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Thymelicus,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Thymelicus,acteon,Thymelicus acteon,Thymelicus acteon,26,Hesperiidae,Hesperiinae,Thymelicus,Thymelicus acteon,acteon,"(Rottemburg, 1775)",Rottemburg,1775,"Thymelicus acteon (Rottemburg, 1775)",FALSE,FALSE,"",TRUE,8073674,"Thymelicus acteon (Rottemburg, 1775)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Thymelicus,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Papilio,acteon,Papilio acteon,Thymelicus acteon,26,Hesperiidae,Hesperiinae,Thymelicus,Thymelicus acteon,acteon,"(Rottemburg, 1775)",Rottemburg,1775,"Thymelicus acteon (Rottemburg, 1775)",FALSE,TRUE,"",TRUE,4535416,"Papilio acteon Rottemburg, 1775",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Thymelicus,Insecta,98,TRUE,SYNONYM,Hesperiidae
Thymelicus,hyrax,Thymelicus hyrax,Thymelicus hyrax,27,Hesperiidae,Hesperiinae,Thymelicus,Thymelicus hyrax,hyrax,"(Lederer, 1861)",Lederer,1861,"Thymelicus hyrax (Lederer, 1861)",FALSE,FALSE,"",TRUE,1944072,"Thymelicus hyrax (Lederer, 1861)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Thymelicus,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Hesperia,hyrax,Hesperia hyrax,Thymelicus hyrax,27,Hesperiidae,Hesperiinae,Thymelicus,Thymelicus hyrax,hyrax,"(Lederer, 1861)",Lederer,1861,"Thymelicus hyrax (Lederer, 1861)",FALSE,TRUE,"",TRUE,8721406,"Hesperia hyrax Lederer, 1861",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Thymelicus,Insecta,98,TRUE,SYNONYM,Hesperiidae
Thymelicus,sylvestris,Thymelicus sylvestris,Thymelicus sylvestris,28,Hesperiidae,Hesperiinae,Thymelicus,Thymelicus sylvestris,sylvestris,"(Poda, 1761)",Poda,1761,"Thymelicus sylvestris (Poda, 1761)",FALSE,FALSE,"",TRUE,8273661,"Thymelicus sylvestris (Poda, 1761)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Thymelicus,Insecta,98,FALSE,ACCEPTED,Hesperiidae
Papilio,sylvestris,Papilio sylvestris,Thymelicus sylvestris,28,Hesperiidae,Hesperiinae,Thymelicus,Thymelicus sylvestris,sylvestris,"(Poda, 1761)",Poda,1761,"Thymelicus sylvestris (Poda, 1761)",FALSE,TRUE,"",TRUE,4535412,"Papilio sylvestris Poda, 1761",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Thymelicus,Insecta,98,TRUE,SYNONYM,Hesperiidae
Pyrgus,sylvestris,Pyrgus sylvestris,Thymelicus sylvestris,28,Hesperiidae,Hesperiinae,Thymelicus,Thymelicus sylvestris,sylvestris,"(Poda, 1761)",Poda,1761,"Thymelicus sylvestris (Poda, 1761)",FALSE,TRUE,ROBMS,TRUE,1949704,"Pyrgus HÃ¼bner, 1819",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Pyrgus,Insecta,92,FALSE,ACCEPTED,Hesperiidae
