Search_Genus,Search_Species_Epithet,Search_Name,Accepted_Name,Systematic_Order,Family,Subfamily,Genus,Name,Species_Epithet,Author_Year,Author,Year,Full_Name,Aggregate,Synonym_Search_Name,Synonym_Source,Species_Search_Name,usageKey,scientificName,rank,order,matchType,phylum,kingdom,genus,class,confidence,synonym,status,family
Boloria,selene,Boloria selene,Boloria selene,277,Nymphalidae,Heliconiinae,Boloria,Boloria selene,selene,"([Denis & Schiffermüller], 1775)",[Denis & Schiffermüller],1775,"Boloria selene ([Denis & Schiffermüller], 1775)",FALSE,FALSE,"",TRUE,1912325,"Boloria selene (Denis & Schiffermuller, 1775)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,selene,Papilio selene,Boloria selene,277,Nymphalidae,Heliconiinae,Boloria,Boloria selene,selene,"([Denis & Schiffermüller], 1775)",[Denis & Schiffermüller],1775,"Boloria selene ([Denis & Schiffermüller], 1775)",FALSE,TRUE,"",TRUE,10175914,"Papilio Linnaeus, 1758",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Papilio,Insecta,94,FALSE,ACCEPTED,Papilionidae
Boloria,euphrosyne,Boloria euphrosyne,Boloria euphrosyne,278,Nymphalidae,Heliconiinae,Boloria,Boloria euphrosyne,euphrosyne,"(Linnaeus, 1758)",Linnaeus,1758,"Boloria euphrosyne (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,5772893,"Boloria euphrosyne (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Clossiana,euphrosyne,Clossiana euphrosyne,Boloria euphrosyne,278,Nymphalidae,Heliconiinae,Boloria,Boloria euphrosyne,euphrosyne,"(Linnaeus, 1758)",Linnaeus,1758,"Boloria euphrosyne (Linnaeus, 1758)",FALSE,TRUE,LTBMS,TRUE,1894268,"Clossiana euphrosyne Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Clossiana,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Everes,decoloratus,Everes decoloratus,Boloria euphrosyne,278,Nymphalidae,Heliconiinae,Boloria,Boloria euphrosyne,euphrosyne,"(Linnaeus, 1758)",Linnaeus,1758,"Boloria euphrosyne (Linnaeus, 1758)",FALSE,TRUE,ROBMS,TRUE,4709100,"Everes HÃ¼bner, 1819",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Everes,Insecta,94,FALSE,ACCEPTED,Lycaenidae
Papilio,euphrosyne,Papilio euphrosyne,Boloria euphrosyne,278,Nymphalidae,Heliconiinae,Boloria,Boloria euphrosyne,euphrosyne,"(Linnaeus, 1758)",Linnaeus,1758,"Boloria euphrosyne (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,8248934,"Papilio euphrosyne Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Boloria,dia,Boloria dia,Boloria dia,279,Nymphalidae,Heliconiinae,Boloria,Boloria dia,dia,"(Linnaeus, 1767)",Linnaeus,1767,"Boloria dia (Linnaeus, 1767)",FALSE,FALSE,"",TRUE,5772890,"Boloria dia (Linnaeus, 1767)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Clossiana,dia,Clossiana dia,Boloria dia,279,Nymphalidae,Heliconiinae,Boloria,Boloria dia,dia,"(Linnaeus, 1767)",Linnaeus,1767,"Boloria dia (Linnaeus, 1767)",FALSE,TRUE,kudrna,TRUE,1894206,"Clossiana dia Linnaeus, 1767",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Clossiana,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,dia,Papilio dia,Boloria dia,279,Nymphalidae,Heliconiinae,Boloria,Boloria dia,dia,"(Linnaeus, 1767)",Linnaeus,1767,"Boloria dia (Linnaeus, 1767)",FALSE,TRUE,"",TRUE,7646264,"Papilio dia Linnaeus, 1767",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Boloria,improba,Boloria improba,Boloria improba,280,Nymphalidae,Heliconiinae,Boloria,Boloria improba,improba,"(Butler, 1877)",Butler,1877,"Boloria improba (Butler, 1877)",FALSE,FALSE,"",TRUE,4299581,"Boloria improba (Butler, 1877)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Argynnis,improba,Argynnis improba,Boloria improba,280,Nymphalidae,Heliconiinae,Boloria,Boloria improba,improba,"(Butler, 1877)",Butler,1877,"Boloria improba (Butler, 1877)",FALSE,TRUE,"",TRUE,9221418,"Argynnis improba Butler, 1877",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Boloria,frigga,Boloria frigga,Boloria frigga,281,Nymphalidae,Heliconiinae,Boloria,Boloria frigga,frigga,"(Thunberg, 1791)",Thunberg,1791,"Boloria frigga (Thunberg, 1791)",FALSE,FALSE,"",TRUE,4299576,"Boloria frigga (Becklin, 1791)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Clossiana,frigga,Clossiana frigga,Boloria frigga,281,Nymphalidae,Heliconiinae,Boloria,Boloria frigga,frigga,"(Thunberg, 1791)",Thunberg,1791,"Boloria frigga (Thunberg, 1791)",FALSE,TRUE,LTBMS,TRUE,1894218,"Clossiana frigga Quensel, 1791",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Clossiana,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,frigga,Papilio frigga,Boloria frigga,281,Nymphalidae,Heliconiinae,Boloria,Boloria frigga,frigga,"(Thunberg, 1791)",Thunberg,1791,"Boloria frigga (Thunberg, 1791)",FALSE,TRUE,"",TRUE,9100877,"Papilio frigga Becklin, 1791",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Boloria,freija,Boloria freija,Boloria freija,282,Nymphalidae,Heliconiinae,Boloria,Boloria freija,freija,"(Thunberg, 1791)",Thunberg,1791,"Boloria freija (Thunberg, 1791)",FALSE,FALSE,"",TRUE,4299599,"Boloria freija (Becklin, 1791)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,freija,Papilio freija,Boloria freija,282,Nymphalidae,Heliconiinae,Boloria,Boloria freija,freija,"(Thunberg, 1791)",Thunberg,1791,"Boloria freija (Thunberg, 1791)",FALSE,TRUE,"",TRUE,8983359,"Papilio freija Becklin, 1791",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Boloria,selenis,Boloria selenis,Boloria selenis,283,Nymphalidae,Heliconiinae,Boloria,Boloria selenis,selenis,"(Eversmann, 1837)",Eversmann,1837,"Boloria selenis (Eversmann, 1837)",FALSE,FALSE,"",TRUE,8737366,"Boloria selenis (Eversmann, 1837)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Argynnis,selenis,Argynnis selenis,Boloria selenis,283,Nymphalidae,Heliconiinae,Boloria,Boloria selenis,selenis,"(Eversmann, 1837)",Eversmann,1837,"Boloria selenis (Eversmann, 1837)",FALSE,TRUE,"",TRUE,9077842,"Argynnis selenis Eversmann, 1837",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Clossiana,selene,Clossiana selene,Boloria selenis,283,Nymphalidae,Heliconiinae,Boloria,Boloria selenis,selenis,"(Eversmann, 1837)",Eversmann,1837,"Boloria selenis (Eversmann, 1837)",FALSE,TRUE,UKBMS,TRUE,5882070,"Clossiana selene (Denis & SchiffermÃ¼ller, 1775)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Boloria,oscarus,Boloria oscarus,Boloria oscarus,284,Nymphalidae,Heliconiinae,Boloria,Boloria oscarus,oscarus,"(Eversmann, 1844)",Eversmann,1844,"Boloria oscarus (Eversmann, 1844)",FALSE,FALSE,"",TRUE,9197658,"Boloria oscarus (Eversmann, 1844)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Argynnis,oscarus,Argynnis oscarus,Boloria oscarus,284,Nymphalidae,Heliconiinae,Boloria,Boloria oscarus,oscarus,"(Eversmann, 1844)",Eversmann,1844,"Boloria oscarus (Eversmann, 1844)",FALSE,TRUE,"",TRUE,8857684,"Argynnis oscarus Eversmann, 1844",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Boloria,titania,Boloria titania,Boloria titania,285,Nymphalidae,Heliconiinae,Boloria,Boloria titania,titania,"(Esper, 1793)",Esper,1793,"Boloria titania (Esper, 1793)",FALSE,FALSE,"",TRUE,4299597,"Boloria titania (Esper, 1793)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,titania,Papilio titania,Boloria titania,285,Nymphalidae,Heliconiinae,Boloria,Boloria titania,titania,"(Esper, 1793)",Esper,1793,"Boloria titania (Esper, 1793)",FALSE,TRUE,"",TRUE,7639752,"Papilio titania Esper, 1793",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Boloria,chariclea,Boloria chariclea,Boloria chariclea,286,Nymphalidae,Heliconiinae,Boloria,Boloria chariclea,chariclea,"(Schneider, 1794)",Schneider,1794,"Boloria chariclea (Schneider, 1794)",FALSE,FALSE,"",TRUE,4299565,"Boloria chariclea (Schneider, 1794)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,chariclea,Papilio chariclea,Boloria chariclea,286,Nymphalidae,Heliconiinae,Boloria,Boloria chariclea,chariclea,"(Schneider, 1794)",Schneider,1794,"Boloria chariclea (Schneider, 1794)",FALSE,TRUE,"",TRUE,9100499,"Papilio chariclea Schneider, 1794",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Boloria,angarensis,Boloria angarensis,Boloria angarensis,287,Nymphalidae,Heliconiinae,Boloria,Boloria angarensis,angarensis,"(Erschoff, 1870)",Erschoff,1870,"Boloria angarensis (Erschoff, 1870)",FALSE,FALSE,"",TRUE,9198045,"Boloria angarensis (Erschoff, 1870)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Argynnis,angarensis,Argynnis angarensis,Boloria angarensis,287,Nymphalidae,Heliconiinae,Boloria,Boloria angarensis,angarensis,"(Erschoff, 1870)",Erschoff,1870,"Boloria angarensis (Erschoff, 1870)",FALSE,TRUE,"",TRUE,8803179,"Argynnis angarensis Erschoff, 1870",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Boloria,Insecta,98,TRUE,SYNONYM,Nymphalidae
Apatura,iris,Apatura iris,Apatura iris,288,Nymphalidae,Apaturinae,Apatura,Apatura iris,iris,"(Linnaeus, 1758)",Linnaeus,1758,"Apatura iris (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,5131910,"Apatura iris (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Apatura,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,iris,Papilio iris,Apatura iris,288,Nymphalidae,Apaturinae,Apatura,Apatura iris,iris,"(Linnaeus, 1758)",Linnaeus,1758,"Apatura iris (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,7755835,"Papilio iris Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Apatura,Insecta,98,TRUE,SYNONYM,Nymphalidae
Apatura,metis,Apatura metis,Apatura metis,289,Nymphalidae,Apaturinae,Apatura,Apatura metis,metis,"Freyer, 1829",Freyer,1829,"Apatura metis Freyer, 1829",FALSE,FALSE,"",TRUE,5131860,"Apatura metis Freyer, 1829",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Apatura,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Apatura,ilia,Apatura ilia,Apatura ilia,290,Nymphalidae,Apaturinae,Apatura,Apatura ilia,ilia,"([Denis & Schiffermüller], 1775)",[Denis & Schiffermüller],1775,"Apatura ilia ([Denis & Schiffermüller], 1775)",FALSE,FALSE,"",TRUE,8138711,"Apatura ilia (Denis & Schiffermuller, 1775)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Apatura,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,ilia,Papilio ilia,Apatura ilia,290,Nymphalidae,Apaturinae,Apatura,Apatura ilia,ilia,"([Denis & Schiffermüller], 1775)",[Denis & Schiffermüller],1775,"Apatura ilia ([Denis & Schiffermüller], 1775)",FALSE,TRUE,"",TRUE,8205386,"Papilio ilia Denis & Schiffermuller, 1775",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Apatura,Insecta,98,TRUE,SYNONYM,Nymphalidae
Araschnia,levana,Araschnia levana,Araschnia levana,291,Nymphalidae,Nymphalinae,Araschnia,Araschnia levana,levana,"(Linnaeus, 1758)",Linnaeus,1758,"Araschnia levana (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,1902533,"Araschnia levana (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Araschnia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,levana,Papilio levana,Araschnia levana,291,Nymphalidae,Nymphalinae,Araschnia,Araschnia levana,levana,"(Linnaeus, 1758)",Linnaeus,1758,"Araschnia levana (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,4535829,"Papilio levana Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Araschnia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Vanessa,virginiensis,Vanessa virginiensis,Vanessa virginiensis,292,Nymphalidae,Nymphalinae,Vanessa,Vanessa virginiensis,virginiensis,"(Drury, 1773)",Drury,1773,"Vanessa virginiensis (Drury, 1773)",FALSE,FALSE,"",TRUE,4299370,"Vanessa virginiensis (Drury, 1773)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Vanessa,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,virginiensis,Papilio virginiensis,Vanessa virginiensis,292,Nymphalidae,Nymphalinae,Vanessa,Vanessa virginiensis,virginiensis,"(Drury, 1773)",Drury,1773,"Vanessa virginiensis (Drury, 1773)",FALSE,TRUE,"",TRUE,7349964,"Papilio virginiensis Drury, 1773",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Vanessa,Insecta,98,TRUE,SYNONYM,Nymphalidae
Papilio,virginiensis,Papilio cardui virginiensis,Vanessa virginiensis,292,Nymphalidae,Nymphalinae,Vanessa,Vanessa virginiensis,virginiensis,"(Drury, 1773)",Drury,1773,"Vanessa virginiensis (Drury, 1773)",FALSE,TRUE,"",FALSE,,,,,,,,,,,,,
Vanessa,cardui,Vanessa cardui,Vanessa cardui,293,Nymphalidae,Nymphalinae,Vanessa,Vanessa cardui,cardui,"(Linnaeus, 1758)",Linnaeus,1758,"Vanessa cardui (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,4299368,"Vanessa cardui (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Vanessa,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Cynthia,cardui,Cynthia cardui,Vanessa cardui,293,Nymphalidae,Nymphalinae,Vanessa,Vanessa cardui,cardui,"(Linnaeus, 1758)",Linnaeus,1758,"Vanessa cardui (Linnaeus, 1758)",FALSE,TRUE,EEBMS,TRUE,5129588,"Cynthia cardui Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Vanessa,Insecta,97,FALSE,DOUBTFUL,Nymphalidae
Papilio,cardui,Papilio cardui,Vanessa cardui,293,Nymphalidae,Nymphalinae,Vanessa,Vanessa cardui,cardui,"(Linnaeus, 1758)",Linnaeus,1758,"Vanessa cardui (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,4535843,"Papilio cardui Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Vanessa,Insecta,98,TRUE,SYNONYM,Nymphalidae
Synthia,carduii,Synthia carduii,Vanessa cardui,293,Nymphalidae,Nymphalinae,Vanessa,Vanessa cardui,cardui,"(Linnaeus, 1758)",Linnaeus,1758,"Vanessa cardui (Linnaeus, 1758)",FALSE,TRUE,ROBMS,TRUE,,,,,NONE,,,,,100,FALSE,,
Vanessa,vulcania,Vanessa vulcania,Vanessa vulcania,294,Nymphalidae,Nymphalinae,Vanessa,Vanessa vulcania,vulcania,"Godart, 1819",Godart,1819,"Vanessa vulcania Godart, 1819",FALSE,FALSE,"",TRUE,1898290,"Vanessa vulcania (Godart, 1819)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Vanessa,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Vanessa,atalanta,Vanessa atalanta,Vanessa atalanta,295,Nymphalidae,Nymphalinae,Vanessa,Vanessa atalanta,atalanta,"(Linnaeus, 1758)",Linnaeus,1758,"Vanessa atalanta (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,1898286,"Vanessa atalanta (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Vanessa,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,atalanta,Papilio atalanta,Vanessa atalanta,295,Nymphalidae,Nymphalinae,Vanessa,Vanessa atalanta,atalanta,"(Linnaeus, 1758)",Linnaeus,1758,"Vanessa atalanta (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,7545213,"Papilio atalanta Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Vanessa,Insecta,98,TRUE,SYNONYM,Nymphalidae
Aglais,io,Aglais io,Aglais io,296,Nymphalidae,Nymphalinae,Aglais,Aglais io,io,"(Linnaeus, 1758)",Linnaeus,1758,"Aglais io (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,4535827,"Aglais io (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Aglais,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Inachis,io,Inachis io,Aglais io,296,Nymphalidae,Nymphalinae,Aglais,Aglais io,io,"(Linnaeus, 1758)",Linnaeus,1758,"Aglais io (Linnaeus, 1758)",FALSE,TRUE,ES-CBBMS,TRUE,5881450,"Inachis io (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Aglais,Insecta,97,FALSE,DOUBTFUL,Nymphalidae
Papilio,io,Papilio io,Aglais io,296,Nymphalidae,Nymphalinae,Aglais,Aglais io,io,"(Linnaeus, 1758)",Linnaeus,1758,"Aglais io (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,4535828,"Papilio io Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Aglais,Insecta,98,TRUE,SYNONYM,Nymphalidae
Aglais,urticae,Aglais urticae,Aglais urticae,297,Nymphalidae,Nymphalinae,Aglais,Aglais urticae,urticae,"(Linnaeus, 1758)",Linnaeus,1758,"Aglais urticae (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,1894840,"Aglais urticae (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Aglais,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,urticae,Papilio urticae,Aglais urticae,297,Nymphalidae,Nymphalinae,Aglais,Aglais urticae,urticae,"(Linnaeus, 1758)",Linnaeus,1758,"Aglais urticae (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,4299385,"Papilio urticae Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Aglais,Insecta,98,TRUE,SYNONYM,Nymphalidae
Aglais,ichnusa,Aglais ichnusa,Aglais ichnusa,298,Nymphalidae,Nymphalinae,Aglais,Aglais ichnusa,ichnusa,"(Hübner, 1824)",Hübner,1824,"Aglais ichnusa (Hübner, 1824)",FALSE,FALSE,"",TRUE,9752768,"Aglais ichnusa (Bonelli, 1826)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Aglais,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,ichnusa,Papilio ichnusa,Aglais ichnusa,298,Nymphalidae,Nymphalinae,Aglais,Aglais ichnusa,ichnusa,"(Hübner, 1824)",Hübner,1824,"Aglais ichnusa (Hübner, 1824)",FALSE,TRUE,"",TRUE,7918881,"Papilio ichnusa Bonelli, 1826",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Aglais,Insecta,97,TRUE,SYNONYM,Nymphalidae
Polygonia,egea,Polygonia egea,Polygonia egea,299,Nymphalidae,Nymphalinae,Polygonia,Polygonia egea,egea,"(Cramer, 1775)",Cramer,1775,"Polygonia egea (Cramer, 1775)",FALSE,FALSE,"",TRUE,1898521,"Polygonia egea (Cramer, 1775)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Polygonia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Nymphalis,egea,Nymphalis egea,Polygonia egea,299,Nymphalidae,Nymphalinae,Polygonia,Polygonia egea,egea,"(Cramer, 1775)",Cramer,1775,"Polygonia egea (Cramer, 1775)",FALSE,TRUE,kudrna,TRUE,5130576,"Nymphalis Kluk, 1780",GENUS,Lepidoptera,HIGHERRANK,Arthropoda,Animalia,Nymphalis,Insecta,92,FALSE,ACCEPTED,Nymphalidae
Papilio,egea,Papilio egea,Polygonia egea,299,Nymphalidae,Nymphalinae,Polygonia,Polygonia egea,egea,"(Cramer, 1775)",Cramer,1775,"Polygonia egea (Cramer, 1775)",FALSE,TRUE,"",TRUE,7612495,"Papilio egea Cramer, 1775",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Polygonia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Polygonia,c-album,Polygonia c-album,Polygonia c-album,300,Nymphalidae,Nymphalinae,Polygonia,Polygonia c-album,c-album,"(Linnaeus, 1758)",Linnaeus,1758,"Polygonia c-album (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,1898544,"Polygonia c-album (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Polygonia,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Nymphalis,c-album,Nymphalis c-album,Polygonia c-album,300,Nymphalidae,Nymphalinae,Polygonia,Polygonia c-album,c-album,"(Linnaeus, 1758)",Linnaeus,1758,"Polygonia c-album (Linnaeus, 1758)",FALSE,TRUE,kudrna,TRUE,8442268,"Nymphalis c-album (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Polygonia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Papilio,c-album,Papilio c-album,Polygonia c-album,300,Nymphalidae,Nymphalinae,Polygonia,Polygonia c-album,c-album,"(Linnaeus, 1758)",Linnaeus,1758,"Polygonia c-album (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,8410585,"Papilio c-album Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Polygonia,Insecta,98,TRUE,SYNONYM,Nymphalidae
Polygionia,c-album,Polygionia c-album,Polygonia c-album,300,Nymphalidae,Nymphalinae,Polygonia,Polygonia c-album,c-album,"(Linnaeus, 1758)",Linnaeus,1758,"Polygonia c-album (Linnaeus, 1758)",FALSE,TRUE,ESBMS,TRUE,1898544,"Polygonia c-album (Linnaeus, 1758)",SPECIES,Lepidoptera,FUZZY,Arthropoda,Animalia,Polygonia,Insecta,84,FALSE,ACCEPTED,Nymphalidae
Nymphalis,vaualbum,Nymphalis vaualbum,Nymphalis vaualbum,301,Nymphalidae,Nymphalinae,Nymphalis,Nymphalis vaualbum,vaualbum,"([Denis & Schiffermüller], 1775)",[Denis & Schiffermüller],1775,"Nymphalis vaualbum ([Denis & Schiffermüller], 1775)",FALSE,FALSE,"",TRUE,5714374,"Nymphalis vaualbum (Denis & Schiffermuller, 1775)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Nymphalis,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Nymphalis,l-album,Nymphalis l-album,Nymphalis vaualbum,301,Nymphalidae,Nymphalinae,Nymphalis,Nymphalis vaualbum,vaualbum,"([Denis & Schiffermüller], 1775)",[Denis & Schiffermüller],1775,"Nymphalis vaualbum ([Denis & Schiffermüller], 1775)",FALSE,TRUE,kudrna,TRUE,5714371,"Nymphalis l-album (Esper, 1781)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Nymphalis,Insecta,98,TRUE,SYNONYM,Nymphalidae
Papilio,album,Papilio vau album,Nymphalis vaualbum,301,Nymphalidae,Nymphalinae,Nymphalis,Nymphalis vaualbum,vaualbum,"([Denis & Schiffermüller], 1775)",[Denis & Schiffermüller],1775,"Nymphalis vaualbum ([Denis & Schiffermüller], 1775)",FALSE,TRUE,"",TRUE,4535832,"Papilio vaualbum Denis & Schiffermuller, 1775",SPECIES,Lepidoptera,FUZZY,Arthropoda,Animalia,Nymphalis,Insecta,87,TRUE,SYNONYM,Nymphalidae
Nymphalis,polychloros,Nymphalis polychloros,Nymphalis polychloros,302,Nymphalidae,Nymphalinae,Nymphalis,Nymphalis polychloros,polychloros,"(Linnaeus, 1758)",Linnaeus,1758,"Nymphalis polychloros (Linnaeus, 1758)",FALSE,FALSE,"",TRUE,7762841,"Nymphalis polychloros (Linnaeus, 1758)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Nymphalis,Insecta,98,FALSE,ACCEPTED,Nymphalidae
Papilio,polychloros,Papilio polychloros,Nymphalis polychloros,302,Nymphalidae,Nymphalinae,Nymphalis,Nymphalis polychloros,polychloros,"(Linnaeus, 1758)",Linnaeus,1758,"Nymphalis polychloros (Linnaeus, 1758)",FALSE,TRUE,"",TRUE,4535834,"Papilio polychloros Linnaeus, 1758",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Nymphalis,Insecta,98,TRUE,SYNONYM,Nymphalidae
Nymphalis,xanthomelas,Nymphalis xanthomelas,Nymphalis xanthomelas,303,Nymphalidae,Nymphalinae,Nymphalis,Nymphalis xanthomelas,xanthomelas,"([Denis & Schiffermüller], 1775)",[Denis & Schiffermüller],1775,"Nymphalis xanthomelas ([Denis & Schiffermüller], 1775)",FALSE,FALSE,"",TRUE,5130587,"Nymphalis xanthomelas (Esper, 1781)",SPECIES,Lepidoptera,EXACT,Arthropoda,Animalia,Nymphalis,Insecta,98,FALSE,ACCEPTED,Nymphalidae
